100412,oracle-mysql-cve-2014-2494
100413,oracle-mysql-cve-2014-4207
100414,oracle-mysql-cve-2014-4214
100415,oracle-mysql-cve-2014-4233
100416,oracle-mysql-cve-2014-4238
100417,oracle-mysql-cve-2014-4240
100418,oracle-mysql-cve-2014-4243
100419,oracle-mysql-cve-2014-4258
100420,oracle-mysql-cve-2014-4260
100421,oracle-mysql-cve-2014-4274
100422,oracle-mysql-cve-2014-4287
100423,oracle-mysql-cve-2014-6463
100424,oracle-mysql-cve-2014-6464
100425,oracle-mysql-cve-2014-6469
100426,oracle-mysql-cve-2014-6474
100427,oracle-mysql-cve-2014-6478
100428,oracle-mysql-cve-2014-6484
100429,oracle-mysql-cve-2014-6489
100430,oracle-mysql-cve-2014-6491
100431,oracle-mysql-cve-2014-6494
100432,oracle-mysql-cve-2014-6495
100433,oracle-mysql-cve-2014-6496
100434,oracle-mysql-cve-2014-6500
100435,oracle-mysql-cve-2014-6505
100436,oracle-mysql-cve-2014-6507
100437,oracle-mysql-cve-2014-6520
100438,oracle-mysql-cve-2014-6530
100439,oracle-mysql-cve-2014-6551
100440,oracle-mysql-cve-2014-6555
100441,oracle-mysql-cve-2014-6559
100442,oracle-mysql-cve-2014-6564
100443,oracle-mysql-cve-2014-6568
100444,oracle-mysql-cve-2015-0374
100445,oracle-mysql-cve-2015-0381
100446,oracle-mysql-cve-2015-0382
100447,oracle-mysql-cve-2015-0385
100448,oracle-mysql-cve-2015-0391
100449,oracle-mysql-cve-2015-0405
100450,oracle-mysql-cve-2015-0409
100451,oracle-mysql-cve-2015-0411
100452,oracle-mysql-cve-2015-0423
100453,oracle-mysql-cve-2015-0432
100454,oracle-mysql-cve-2015-0433
100455,oracle-mysql-cve-2015-0438
100456,oracle-mysql-cve-2015-0439
100457,oracle-mysql-cve-2015-0441
100458,oracle-mysql-cve-2015-0498
100459,oracle-mysql-cve-2015-0499
100460,oracle-mysql-cve-2015-0500
100461,oracle-mysql-cve-2015-0501
100462,oracle-mysql-cve-2015-0503
100463,oracle-mysql-cve-2015-0505
100464,oracle-mysql-cve-2015-0506
100465,oracle-mysql-cve-2015-0507
100466,oracle-mysql-cve-2015-0508
100467,oracle-mysql-cve-2015-0511
100468,oracle-mysql-cve-2015-2566
100469,oracle-mysql-cve-2015-2567
100470,oracle-mysql-cve-2015-2568
100471,oracle-mysql-cve-2015-2571
100472,oracle-mysql-cve-2015-2573
100473,oracle-mysql-cve-2015-2575
100474,oracle-mysql-cve-2015-2576
100475,oracle-mysql-cve-2015-2582
100476,oracle-mysql-cve-2015-2611
100477,oracle-mysql-cve-2015-2617
100478,oracle-mysql-cve-2015-2620
100479,oracle-mysql-cve-2015-2639
100480,oracle-mysql-cve-2015-2641
100481,oracle-mysql-cve-2015-2643
100482,oracle-mysql-cve-2015-2648
100483,oracle-mysql-cve-2015-2661
100484,oracle-mysql-cve-2015-3152
100485,oracle-mysql-cve-2015-3194
100486,oracle-mysql-cve-2015-4730
100487,oracle-mysql-cve-2015-4737
100488,oracle-mysql-cve-2015-4752
100489,oracle-mysql-cve-2015-4756
100490,oracle-mysql-cve-2015-4757
100491,oracle-mysql-cve-2015-4761
100492,oracle-mysql-cve-2015-4766
100493,oracle-mysql-cve-2015-4767
100494,oracle-mysql-cve-2015-4769
100495,oracle-mysql-cve-2015-4771
100496,oracle-mysql-cve-2015-4772
100497,oracle-mysql-cve-2015-4791
100498,oracle-mysql-cve-2015-4792
100499,oracle-mysql-cve-2015-4800
100500,oracle-mysql-cve-2015-4802
100501,oracle-mysql-cve-2015-4807
100502,oracle-mysql-cve-2015-4815
100503,oracle-mysql-cve-2015-4816
100504,oracle-mysql-cve-2015-4819
100505,oracle-mysql-cve-2015-4826
100506,oracle-mysql-cve-2015-4830
100507,oracle-mysql-cve-2015-4833
100508,oracle-mysql-cve-2015-4836
100509,oracle-mysql-cve-2015-4858
100510,oracle-mysql-cve-2015-4861
100511,oracle-mysql-cve-2015-4862
100512,oracle-mysql-cve-2015-4864
100513,oracle-mysql-cve-2015-4866
100514,oracle-mysql-cve-2015-4870
100515,oracle-mysql-cve-2015-4879
100516,oracle-mysql-cve-2015-4890
100517,oracle-mysql-cve-2015-4895
100518,oracle-mysql-cve-2015-4904
100519,oracle-mysql-cve-2015-4905
100520,oracle-mysql-cve-2015-4910
100521,oracle-mysql-cve-2015-4913
100522,oracle-mysql-cve-2016-0502
100523,oracle-mysql-cve-2016-0503
100524,oracle-mysql-cve-2016-0504
100525,oracle-mysql-cve-2016-0505
100526,oracle-mysql-cve-2016-0546
100527,oracle-mysql-cve-2016-0594
100528,oracle-mysql-cve-2016-0595
100529,oracle-mysql-cve-2016-0596
100530,oracle-mysql-cve-2016-0597
100531,oracle-mysql-cve-2016-0598
100532,oracle-mysql-cve-2016-0599
100533,oracle-mysql-cve-2016-0600
100534,oracle-mysql-cve-2016-0601
100535,oracle-mysql-cve-2016-0605
100536,oracle-mysql-cve-2016-0606
100537,oracle-mysql-cve-2016-0607
100538,oracle-mysql-cve-2016-0608
100539,oracle-mysql-cve-2016-0609
100540,oracle-mysql-cve-2016-0610
100541,oracle-mysql-cve-2016-0611
100542,oracle-mysql-cve-2016-0616
100543,oracle-mysql-cve-2016-0639
100544,oracle-mysql-cve-2016-0640
100545,oracle-mysql-cve-2016-0641
100546,oracle-mysql-cve-2016-0642
100547,oracle-mysql-cve-2016-0643
100548,oracle-mysql-cve-2016-0644
100549,oracle-mysql-cve-2016-0646
100550,oracle-mysql-cve-2016-0647
100551,oracle-mysql-cve-2016-0648
100552,oracle-mysql-cve-2016-0649
100553,oracle-mysql-cve-2016-0650
100554,oracle-mysql-cve-2016-0651
100555,oracle-mysql-cve-2016-0652
100556,oracle-mysql-cve-2016-0653
100557,oracle-mysql-cve-2016-0654
100558,oracle-mysql-cve-2016-0655
100559,oracle-mysql-cve-2016-0656
100560,oracle-mysql-cve-2016-0657
100561,oracle-mysql-cve-2016-0658
100562,oracle-mysql-cve-2016-0659
100563,oracle-mysql-cve-2016-0661
100564,oracle-mysql-cve-2016-0662
100565,oracle-mysql-cve-2016-0663
100566,oracle-mysql-cve-2016-0665
100567,oracle-mysql-cve-2016-0666
100568,oracle-mysql-cve-2016-0667
100569,oracle-mysql-cve-2016-0668
100570,oracle-mysql-cve-2016-0705
100571,oracle-mysql-cve-2016-2047
100572,oracle-mysql-cve-2016-2105
100573,oracle-mysql-cve-2016-3424
100574,oracle-mysql-cve-2016-3440
100575,oracle-mysql-cve-2016-3452
100576,oracle-mysql-cve-2016-3459
100577,oracle-mysql-cve-2016-3471
100578,oracle-mysql-cve-2016-3477
100579,oracle-mysql-cve-2016-3486
100580,oracle-mysql-cve-2016-3492
100581,oracle-mysql-cve-2016-3495
100582,oracle-mysql-cve-2016-3501
100583,oracle-mysql-cve-2016-3518
100584,oracle-mysql-cve-2016-3521
100585,oracle-mysql-cve-2016-3588
100586,oracle-mysql-cve-2016-3614
100587,oracle-mysql-cve-2016-3615
100588,oracle-mysql-cve-2016-5436
100589,oracle-mysql-cve-2016-5437
100590,oracle-mysql-cve-2016-5439
100591,oracle-mysql-cve-2016-5440
100592,oracle-mysql-cve-2016-5441
100593,oracle-mysql-cve-2016-5442
100594,oracle-mysql-cve-2016-5443
100595,oracle-mysql-cve-2016-5444
100596,oracle-mysql-cve-2016-5507
100597,oracle-mysql-cve-2016-5584
100598,oracle-mysql-cve-2016-5609
100599,oracle-mysql-cve-2016-5612
100600,oracle-mysql-cve-2016-5624
100601,oracle-mysql-cve-2016-5625
100602,oracle-mysql-cve-2016-5626
100603,oracle-mysql-cve-2016-5627
100604,oracle-mysql-cve-2016-5628
100605,oracle-mysql-cve-2016-5629
100606,oracle-mysql-cve-2016-5630
100607,oracle-mysql-cve-2016-5631
100608,oracle-mysql-cve-2016-5632
100609,oracle-mysql-cve-2016-5633
100610,oracle-mysql-cve-2016-5634
100611,oracle-mysql-cve-2016-5635
100612,oracle-mysql-cve-2016-6662
100613,oracle-mysql-cve-2016-6663
100614,oracle-mysql-cve-2016-6664
100615,oracle-mysql-cve-2016-7440
100616,oracle-mysql-cve-2016-8283
100617,oracle-mysql-cve-2016-8284
100618,oracle-mysql-cve-2016-8286
100619,oracle-mysql-cve-2016-8287
100620,oracle-mysql-cve-2016-8288
100621,oracle-mysql-cve-2016-8289
100622,oracle-mysql-cve-2016-8290
100623,oracle-mysql-cve-2016-8318
100624,oracle-mysql-cve-2016-8327
100625,oracle-mysql-cve-2017-10155
100626,oracle-mysql-cve-2017-10165
100627,oracle-mysql-cve-2017-10167
100628,oracle-mysql-cve-2017-10227
100629,oracle-mysql-cve-2017-10268
100630,oracle-mysql-cve-2017-10276
100631,oracle-mysql-cve-2017-10279
100632,oracle-mysql-cve-2017-10283
